,Pclass,Name,Survived,Sex,Age,Hometown,Role,Role Additional info,Image,Misc Information,Lifeboat,Body Disposition,Job Area,Source of info 1,Source of info 2,Home_Lat,Home_Lng
456,,"Scott, Fred",1.0,male,,Southampton,Greaser,,,,4,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
457,,"Self, A.",0.0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
458,,"Stafford, M.",0.0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
459,,"Tozer, J.",0.0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
460,,"Veal, A.",0.0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
461,,"White, Alfred",1.0,male,,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
462,,"Woodford, H.",0.0,male,41.0,Southampton,Greaser,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
463,,"Hurst, Walter",1.0,male,27.0,Southampton,Greaser,,,,Collapsible B,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
464,,"Caunt, W.",0.0,male,27.0,Southampton,Grill cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
465,,"Lovell, J ",0.0,male,38.0,Southampton,Grill cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
466,,"McCawley, T. W ",0.0,male,36.0,Southampton,Gymnasium,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
467,,"Nannini, F ",0.0,male,42.0,Highbury Hill,Head waiter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5555225,-0.1031488
468,,"Dunford, W ",0.0,male,41.0,Southampton,Hospital steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
469,,"Mattman, A ",0.0,male,20.0,Southampton,Ice man, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
470,,"Muller, L ",0.0,male,,Southampton,Interpreter,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
471,,"Fitzpatrick, H.",0.0,male,,Belfast,Junior boilermaker,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,54.59728500000001,-5.93012
472,,"Alsopp, Alfred S.",0.0,male,34.0,Southampton,Junior Electrician,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
473,,"Mackie, W. D.",0.0,male,32.0,London,Junior fifth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
474,,"Dodd, R.",0.0,male,27.0,Southampton,Junior fourth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
475,,"Ward, Arthur",0.0,male,24.0,Romsey,Junior fourth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.98893,-1.49658
476,,"Smith, James M.",0.0,male,35.0,Southampton,Junior fourth engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
477,,"Harvey, Herbert G.",0.0,male,34.0,Southampton,Junior second assistant engineer,,,,,went down inside ship,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
478,,"Shepherd, Jonathan",0.0,male,32.0,Southampton,Junior second assistant engineer,,,,,went down inside ship,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
479,,"Harrison, N.",0.0,male,39.0,Southampton,Junior second engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
480,,"McReynolds, W.",0.0,male,22.0,Belfast,Junior sixth assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,54.59728500000001,-5.93012
481,,"Coy, F. E. G.",0.0,male,26.0,Southampton,Junior third assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
482,,"Fraser, J.",0.0,male,,Southampton,Junior third assistant engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
483,,"Dodd, E. C.",0.0,male,38.0,Southampton,Junior third engineer,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
484,,"Beere, William",0.0,male,19.0,Southampton,Kitchen Porter,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
485,,"Hardwick, R ",1.0,male,21.0,Southampton,Kitchen porter,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
486,,"Tietz, C ",0.0,male,27.0,Bridgwood,Kitchen porter, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,53.719356,-0.433128
487,,"Hemmings, Samuel Ernest",1.0,male,43.0,Southampton,Lamptrimmer,,,,4,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
488,,"Bolhens, H ",0.0,male,21.0,Southampton,Larder cook, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
489,,"Slight, W ",0.0,male,,Southampton,Larder cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
490,,"Barrett, Fredrick",1.0,male,28.0,Southampton,Leading fireman,,,,13,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
491,,"Davies, T.",0.0,male,33.0,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
492,,"Ferris, W.",0.0,male,38.0,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
493,,"Ford, Thomas",0.0,male,30.0,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
494,,"Hendrickson, Charles",1.0,male,29.0,Southampton,Leading fireman,,,,1,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
495,,"Keegan, Jas",0.0,male,38.0,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
496,,"Mason, J.",0.0,male,39.0,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
497,,"Mayo, W.",0.0,male,27.0,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
498,,"Pugh, P.",1.0,male,31.0,"Northam, Hampshire",Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.9109442,-1.3867764
499,,"Small, William",0.0,male,40.0,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
500,,"Threlfall, Thomas",1.0,male,38.0,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
501,,"Ward, J.",0.0,male,31.0,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
502,,"Webber, F.",0.0,male,31.0,Southampton,Leading fireman,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
503,,"Kelland, T ",0.0,male,21.0,Southampton,Library,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
504,,"Allan, F ",0.0,male,17.0,Southampton,Lift attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,https://titanicfacts.net/titanic-crew/,50.90970040000001,-1.4043509
505,,"Carney, William",0.0,male,31.0,Liverpool,Lift attendant,,,,,yes,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,53.4083714,-2.9915726
506,,"King, A ",0.0,male,18.0,Gateshead-On-Tyne,Lift attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,54.95268,-1.603411
507,,"Pacey, R ",0.0,male,17.0,Southampton,Lift attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
508,,"Baxter, F ",0.0,male,48.0,Southampton,Linen keeper,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
509,,"Evans, Alfred Frank",1.0,male,24.0,Southampton,Lookout,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
510,,"Fleet, Fredrick",1.0,male,24.0,Southampton,Lookout,,,,6,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
511,,"Hogg, George Alfred",1.0,male,29.0,Southampton,Lookout,,,,7,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
512,,"Jewell, Archie",1.0,male,23.0,Southampton,Lookout,,,,7,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
513,,"Lee, Reginald Robinson",1.0,male,41.0,Southampton,Lookout,,,,13,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
514,,"Symons, George",1.0,male,24.0,Weymouth,Lookout,,,,1,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.6099306,-2.4546253
515,,"Burke, R ",0.0,male,30.0,"Chandlersford, Hampshire",Lounge attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.983953,-1.379259
516,,"Gatti, L ",0.0,male,37.0,Southampton,Manager, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
517,,"Bailey, W.",1.0,male,43.0,Southampton,Master at arms,,,,16,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
518,,"King, T. W.",0.0,male,43.0,Great Yarmouth,Master-at-arms,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,52.598233,1.728047
519,,"Wallis, Mrs ",0.0,female,35.0,Southampton,Matron,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
520,,"Blake, Seaton",0.0,male,26.0,Southampton,Mess steward,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
521,,"Coleman, J.",0.0,male,57.0,Southampton,Mess steward,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
522,,"Fitzpatrick, C. W.",1.0,male,30.0,Southampton,Mess steward,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
523,,"Gunnery, G.",0.0,male,24.0,Southampton,Mess steward,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
524,,"Mathias, M.",0.0,male,27.0,Southampton,Mess-room steward,,,,,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
525,,"Tamlyn, Fredrick",0.0,male,23.0,Southampton,Mess-room steward ,,,,,#123,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
526,,"Turvey, C ",0.0,male,16.0,London,Page boy, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
527,,"Abbott, E ",0.0,male,21.0,Southampton,Pantryman,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
528,,"Seward, H ",1.0,male,,Southampton,Pantryman,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
529,,"Simmons, W ",0.0,male,,Southampton,Pass cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
530,,"Jaillet, H ",0.0,male,28.0,London,Pastry cook, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
531,,"Brailey, Theodore",0.0,male,,,Pianist,,,,,,The Band,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,,
532,,"Ball, Percy",1.0,male,19.0,Southampton,Plate washer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
533,,"Bradshaw, J ",0.0,male,43.0,Southampton,Plate washer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
534,,"Bunmell, F ",0.0,male,20.0,Liverpool,Plate washer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,53.4083714,-2.9915726
535,,"Hiscock, S ",0.0,male,22.0,Southampton,Plate washer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
536,,"Hogue, E ",0.0,male,22.0,London,Plate washer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
537,,"Hopkins, F ",0.0,male,14.0,Southampton,Plate washer,,,One of 2 of the youngest crew members aboard the Titanic,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
538,,"Light, C ",0.0,male,23.0,"Christschurch, Hampshire",Plate washer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.735777,-1.778586
539,,"Blumet, J ",0.0,male,26.0,Southampton,Plateman, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
540,,Burrage. A ,1.0,male,20.0,Southampton,Plates,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
541,,"Humby, F ",0.0,male,16.0,Southampton,Plates,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
542,,"Jones, A ",0.0,male,38.0,"Woolston, Hampshire",Plates,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.8935081,-1.3748443
543,,"Rous, A.",0.0,male,26.0,Southampton,Plumber,,,,,,Engine Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
544,,"Gwinn, William Logan",0.0,male,37.0,,Postal clerk,,,,,,The Postmasters,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,,
545,,"March, John Starr",0.0,male,50.0,,Postal clerk,,,,,,The Postmasters,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,,
546,,"Smith, John Richard Jago",0.0,male,35.0,,Postal clerk,,,,,,The Postmasters,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,,
547,,"Williamson, James Bertram",0.0,male,35.0,,Postal clerk,,,,,,The Postmasters,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,,
548,,"Woody, Oscar S.",0.0,male,44.0,,Postal clerk,,,,,,The Postmasters,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,,
549,,"Mishellany, A ",0.0,male,52.0,London,Printer,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
550,,"Denison, ? (not in RCC)",0.0,male,26.0,,Purser,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,,
551,,"McElroy, Herbert Walter",0.0,male,37.0,Southampton,Purser,,,,,yes,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
552,,"King, Ernest Waldron",0.0,male,28.0,Clones,Purser clerk,,,,,"#321, Fairview Cemetery, Halifax NS",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.7956346,-1.0556913
553,,"Bright, Arthur John",1.0,male,41.0,Southampton,Quartermaster,,,,Collapsible D,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
554,,"Hitchens, Robert",1.0,male,29.0,Southampton,Quartermaster,,,,6,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
555,,"Humphreys, James ",1.0,male,48.0,Southampton,Quartermaster,,,,11,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
556,,"Olliver, Alfred",1.0,male,27.0,Southampton,Quartermaster,,,,5,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
557,,"Perkis, Walter J.",1.0,male,37.0,"Bitterne, Hampshire",Quartermaster,,,,4,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.9151604,-1.3604008
558,,"Rowe, George Thomas",1.0,male,32.0,Gosport,Quartermaster,,,,Collapsible C,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.794995,-1.117547
559,,"Wynn, Walter",1.0,male,41.0,Southampton,Quartermaster,,,,9,,Deck Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
560,,"Wright, Fredrick",0.0,male,24.0,London,Racquet-court attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
561,,"Dolby, J ",0.0,male,36.0,Southampton,Reception room attendant,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
562,,"Charboison, A ",0.0,male,25.0,London,Roast cook, Ala Carte Restaurant,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
563,,"Jones, H ",0.0,male,29.0,Alresford,Roast cook,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.0856236,-1.1655575
564,,"Ahier, P ",0.0,male,20.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
565,,"Allsop, F ",0.0,male,41.0,"Woolston, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.8935081,-1.3748443
566,,"Baggott, A ",1.0,male,28.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
567,,"Bagley, E ",0.0,male,31.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
568,,"Bailey, G ",0.0,male,36.0,"Brooklands, Shepperton",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.3959665,-0.4498067000000001
569,,"Barker, E ",0.0,male,37.0,London,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
570,,"Barringer, A ",0.0,male,33.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
571,,"Barrows, W ",0.0,male,32.0,London,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
572,,"Benhem, T ",0.0,male,29.0,Wokingham,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.410457,-0.833861
573,,"Best, E ",0.0,male,38.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
574,,"Boughton, E ",0.0,male,24.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
575,,"Boyd, J ",0.0,male,35.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
576,,"Boyes, H ",0.0,male,36.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
577,,"Bristowe, H ",0.0,male,33.0,"Shortland, Kent",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.4060266,0.0014606
578,,"Brown, Edward",1.0,male,34.0,Southampton,Saloon steward,,,,Collapsible A,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
579,,"Brown, W ",0.0,male,28.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
580,,"Burke, William",1.0,male,31.0,Southampton,Saloon steward,,,,10,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
581,,"Burr, E ",0.0,male,29.0,"Woolston, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.8935081,-1.3748443
582,,"Butt, Robert",0.0,male,22.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
583,,"Butterworth, J ",0.0,male,23.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
584,,"Cartwright, J ",0.0,male,32.0,London,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
585,,"Casswill, C ",0.0,male,32.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
586,,"Cave, Herbert",0.0,male,34.0,Southampton,Saloon steward,,,,,"yes, buried Fairview Cemetery, Halifax NS",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
587,,"Charman, John",0.0,male,25.0,Lewisham,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.4414579,-0.0117006
588,,"Cheverton, W. F. ",0.0,male,27.0,"Newport, Isle of Wight",Saloon steward,,,,,"yes, buried at sea",Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.700803,-1.291633
589,,"Coleman, A ",0.0,male,28.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
590,,"Conway, P ",0.0,male,25.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
591,,"Cook, George",0.0,male,42.0,Weymouth,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.6099306,-2.4546253
592,,"Crafter, F ",0.0,male,27.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
593,,"Crisp, H ",0.0,male,35.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
594,,"Crowe, George F.",1.0,male,30.0,Southampton,Saloon steward,,,,14,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
595,,"Dashwood, W ",0.0,male,19.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
596,,"Davies, R. J ",0.0,male,26.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
597,,"Deeble, A ",0.0,male,29.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
598,,"Derrett, A ",0.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
599,,"Deslands, P ",0.0,male,26.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
600,,"Dineage, J ",0.0,male,47.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
601,,"Doughty, W ",0.0,male,22.0,London,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,51.5073509,-0.1277583
602,,"Dyer, W ",0.0,male,31.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
603,,"Evans, George",0.0,male,32.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
604,,"Fairall, H ",0.0,male,38.0,"Ryde, Isle of Wight",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.729952,-1.163282
605,,"Fenton, F ",0.0,male,,"Sholing, Hampshire",Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.8977373,-1.3470149
606,,"Frankin, A ",0.0,male,29.0,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
607,,"Fropper, R ",1.0,male,,Southampton,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.90970040000001,-1.4043509
608,,"Gibbons, J. W ",1.0,male,36.0,Harbor View,Saloon steward,,,,,,Victualing Department,https://www.lva.virginia.gov/exhibits/titanic/crew.php,,50.3964077,-3.5107004
